seed,uaat_target,baseline,baseline_target,cost_ratio,c_wrong,c_defer,uaat_coverage,baseline_coverage,coverage_gap,uaat_risk,baseline_risk,risk_delta_baseline_minus_uaat,risk_reduction_pct,uaat_wrong_auto_rate,baseline_wrong_auto_rate,wrong_auto_delta,uaat_auto_error_rate,baseline_auto_error_rate,uaat_defer_rate,baseline_defer_rate,n
2,0.4,fixed,0.4,10:1,10,1,0.2971014492753623,0.4478260869565217,0.1507246376811594,1.876811594202899,2.827536231884058,0.9507246376811591,33.62378267555099,0.117391304347826,0.2275362318840579,0.11014492753623188,0.3951219512195122,0.5080906148867314,0.7028985507246377,0.5521739130434782,1380
2,0.4,uncertainty_grid,0.4,10:1,10,1,0.2971014492753623,0.4478260869565217,0.1507246376811594,1.876811594202899,2.827536231884058,0.9507246376811591,33.62378267555099,0.117391304347826,0.2275362318840579,0.11014492753623188,0.3951219512195122,0.5080906148867314,0.7028985507246377,0.5521739130434782,1380
2,0.41,fixed,0.4,10:1,10,1,0.3188405797101449,0.4478260869565217,0.1289855072463768,2.036231884057971,2.827536231884058,0.7913043478260868,27.98564838544336,0.1355072463768116,0.2275362318840579,0.09202898550724628,0.425,0.5080906148867314,0.6811594202898551,0.5521739130434782,1380
2,0.41,uncertainty_grid,0.4,10:1,10,1,0.3188405797101449,0.4478260869565217,0.1289855072463768,2.036231884057971,2.827536231884058,0.7913043478260868,27.98564838544336,0.1355072463768116,0.2275362318840579,0.09202898550724628,0.425,0.5080906148867314,0.6811594202898551,0.5521739130434782,1380
2,0.42,fixed,0.4,10:1,10,1,0.3195652173913043,0.4478260869565217,0.12826086956521743,2.035507246376812,2.827536231884058,0.7920289855072462,28.01127626858021,0.1355072463768116,0.2275362318840579,0.09202898550724628,0.4240362811791383,0.5080906148867314,0.6804347826086956,0.5521739130434782,1380
2,0.42,uncertainty_grid,0.4,10:1,10,1,0.3195652173913043,0.4478260869565217,0.12826086956521743,2.035507246376812,2.827536231884058,0.7920289855072462,28.01127626858021,0.1355072463768116,0.2275362318840579,0.09202898550724628,0.4240362811791383,0.5080906148867314,0.6804347826086956,0.5521739130434782,1380
2,0.43,fixed,0.4,10:1,10,1,0.3384057971014493,0.4478260869565217,0.1094202898550724,2.132608695652173,2.827536231884058,0.694927536231885,24.57713992824196,0.1471014492753623,0.2275362318840579,0.08043478260869558,0.4346895074946467,0.5080906148867314,0.6615942028985506,0.5521739130434782,1380
2,0.43,uncertainty_grid,0.4,10:1,10,1,0.3384057971014493,0.4478260869565217,0.1094202898550724,2.132608695652173,2.827536231884058,0.694927536231885,24.57713992824196,0.1471014492753623,0.2275362318840579,0.08043478260869558,0.4346895074946467,0.5080906148867314,0.6615942028985506,0.5521739130434782,1380
2,0.44,fixed,0.4,10:1,10,1,0.3384057971014493,0.4478260869565217,0.1094202898550724,2.132608695652173,2.827536231884058,0.694927536231885,24.57713992824196,0.1471014492753623,0.2275362318840579,0.08043478260869558,0.4346895074946467,0.5080906148867314,0.6615942028985506,0.5521739130434782,1380
2,0.44,uncertainty_grid,0.4,10:1,10,1,0.3384057971014493,0.4478260869565217,0.1094202898550724,2.132608695652173,2.827536231884058,0.694927536231885,24.57713992824196,0.1471014492753623,0.2275362318840579,0.08043478260869558,0.4346895074946467,0.5080906148867314,0.6615942028985506,0.5521739130434782,1380
2,0.45,fixed,0.4,10:1,10,1,0.3681159420289855,0.4478260869565217,0.0797101449275362,2.320289855072464,2.827536231884058,0.5072463768115938,17.939518195797014,0.1688405797101449,0.2275362318840579,0.05869565217391298,0.4586614173228346,0.5080906148867314,0.6318840579710145,0.5521739130434782,1380
2,0.45,uncertainty_grid,0.4,10:1,10,1,0.3681159420289855,0.4478260869565217,0.0797101449275362,2.320289855072464,2.827536231884058,0.5072463768115938,17.939518195797014,0.1688405797101449,0.2275362318840579,0.05869565217391298,0.4586614173228346,0.5080906148867314,0.6318840579710145,0.5521739130434782,1380
2,0.46,fixed,0.4,10:1,10,1,0.3695652173913043,0.4478260869565217,0.07826086956521738,2.333333333333333,2.827536231884058,0.49420289855072497,17.47821629933369,0.1702898550724637,0.2275362318840579,0.057246376811594196,0.4607843137254901,0.5080906148867314,0.6304347826086957,0.5521739130434782,1380
2,0.46,uncertainty_grid,0.4,10:1,10,1,0.3695652173913043,0.4478260869565217,0.07826086956521738,2.333333333333333,2.827536231884058,0.49420289855072497,17.47821629933369,0.1702898550724637,0.2275362318840579,0.057246376811594196,0.4607843137254901,0.5080906148867314,0.6304347826086957,0.5521739130434782,1380
2,0.47,fixed,0.4,10:1,10,1,0.372463768115942,0.4478260869565217,0.0753623188405797,2.344927536231884,2.827536231884058,0.482608695652174,17.068170169144032,0.1717391304347826,0.2275362318840579,0.0557971014492753,0.4610894941634241,0.5080906148867314,0.627536231884058,0.5521739130434782,1380
2,0.47,uncertainty_grid,0.4,10:1,10,1,0.372463768115942,0.4478260869565217,0.0753623188405797,2.344927536231884,2.827536231884058,0.482608695652174,17.068170169144032,0.1717391304347826,0.2275362318840579,0.0557971014492753,0.4610894941634241,0.5080906148867314,0.627536231884058,0.5521739130434782,1380
2,0.48,fixed,0.4,10:1,10,1,0.3739130434782609,0.4478260869565217,0.07391304347826083,2.343478260869565,2.827536231884058,0.4840579710144932,17.119425935417752,0.1717391304347826,0.2275362318840579,0.0557971014492753,0.4593023255813953,0.5080906148867314,0.6260869565217391,0.5521739130434782,1380
2,0.48,uncertainty_grid,0.4,10:1,10,1,0.3739130434782609,0.4478260869565217,0.07391304347826083,2.343478260869565,2.827536231884058,0.4840579710144932,17.119425935417752,0.1717391304347826,0.2275362318840579,0.0557971014492753,0.4593023255813953,0.5080906148867314,0.6260869565217391,0.5521739130434782,1380
2,0.49,fixed,0.4,10:1,10,1,0.3898550724637681,0.4478260869565217,0.0579710144927536,2.4000000000000004,2.827536231884058,0.42753623188405765,15.120451050743197,0.1789855072463768,0.2275362318840579,0.04855072463768109,0.4591078066914498,0.5080906148867314,0.6101449275362318,0.5521739130434782,1380
2,0.49,uncertainty_grid,0.4,10:1,10,1,0.3898550724637681,0.4478260869565217,0.0579710144927536,2.4000000000000004,2.827536231884058,0.42753623188405765,15.120451050743197,0.1789855072463768,0.2275362318840579,0.04855072463768109,0.4591078066914498,0.5080906148867314,0.6101449275362318,0.5521739130434782,1380
2,0.5,fixed,0.4,10:1,10,1,0.3920289855072463,0.4478260869565217,0.05579710144927541,2.4195652173913045,2.827536231884058,0.4079710144927535,14.428498206048177,0.181159420289855,0.2275362318840579,0.0463768115942029,0.4621072088724584,0.5080906148867314,0.6079710144927537,0.5521739130434782,1380
2,0.5,uncertainty_grid,0.4,10:1,10,1,0.3920289855072463,0.4478260869565217,0.05579710144927541,2.4195652173913045,2.827536231884058,0.4079710144927535,14.428498206048177,0.181159420289855,0.2275362318840579,0.0463768115942029,0.4621072088724584,0.5080906148867314,0.6079710144927537,0.5521739130434782,1380
2,0.51,fixed,0.4,10:1,10,1,0.3971014492753623,0.4478260869565217,0.050724637681159424,2.450724637681159,2.827536231884058,0.3768115942028989,13.326499231163519,0.1847826086956521,0.2275362318840579,0.04275362318840578,0.4653284671532847,0.5080906148867314,0.6028985507246376,0.5521739130434782,1380
2,0.51,uncertainty_grid,0.4,10:1,10,1,0.3971014492753623,0.4478260869565217,0.050724637681159424,2.450724637681159,2.827536231884058,0.3768115942028989,13.326499231163519,0.1847826086956521,0.2275362318840579,0.04275362318840578,0.4653284671532847,0.5080906148867314,0.6028985507246376,0.5521739130434782,1380
2,0.52,fixed,0.4,10:1,10,1,0.4014492753623188,0.4478260869565217,0.04637681159420293,2.468115942028985,2.827536231884058,0.3594202898550729,12.71143003587905,0.1869565217391304,0.2275362318840579,0.04057971014492748,0.4657039711191336,0.5080906148867314,0.5985507246376811,0.5521739130434782,1380
2,0.52,uncertainty_grid,0.4,10:1,10,1,0.4014492753623188,0.4478260869565217,0.04637681159420293,2.468115942028985,2.827536231884058,0.3594202898550729,12.71143003587905,0.1869565217391304,0.2275362318840579,0.04057971014492748,0.4657039711191336,0.5080906148867314,0.5985507246376811,0.5521739130434782,1380
2,0.53,fixed,0.4,10:1,10,1,0.408695652173913,0.4478260869565217,0.03913043478260869,2.526086956521739,2.827536231884058,0.301449275362319,10.66119938493081,0.1934782608695652,0.2275362318840579,0.03405797101449268,0.4734042553191489,0.5080906148867314,0.5913043478260869,0.5521739130434782,1380
2,0.53,uncertainty_grid,0.4,10:1,10,1,0.408695652173913,0.4478260869565217,0.03913043478260869,2.526086956521739,2.827536231884058,0.301449275362319,10.66119938493081,0.1934782608695652,0.2275362318840579,0.03405797101449268,0.4734042553191489,0.5080906148867314,0.5913043478260869,0.5521739130434782,1380
2,0.54,fixed,0.4,10:1,10,1,0.4101449275362319,0.4478260869565217,0.03768115942028982,2.5318840579710145,2.827536231884058,0.29565217391304355,10.456176319835985,0.1942028985507246,0.2275362318840579,0.0333333333333333,0.4734982332155477,0.5080906148867314,0.5898550724637681,0.5521739130434782,1380
