seed,uaat_target,baseline,baseline_target,cost_ratio,c_wrong,c_defer,uaat_coverage,baseline_coverage,coverage_gap,uaat_risk,baseline_risk,risk_delta_baseline_minus_uaat,risk_reduction_pct,uaat_wrong_auto_rate,baseline_wrong_auto_rate,wrong_auto_delta,uaat_auto_error_rate,baseline_auto_error_rate,uaat_defer_rate,baseline_defer_rate,n
1,0.6,fixed,0.42,10:1,10,1,0.4188405797101449,0.4159420289855072,0.0028985507246376,2.602898550724638,2.6420289855072463,0.0391304347826082,1.48107515085023,0.2021739130434782,0.2057971014492753,0.003623188405797,0.4826989619377163,0.494773519163763,0.5811594202898551,0.5840579710144927,1380
1,0.6,uncertainty_grid,0.42,10:1,10,1,0.4188405797101449,0.4159420289855072,0.0028985507246376,2.602898550724638,2.6420289855072463,0.0391304347826082,1.48107515085023,0.2021739130434782,0.2057971014492753,0.003623188405797,0.4826989619377163,0.494773519163763,0.5811594202898551,0.5840579710144927,1380
1,0.7,fixed,0.47,10:1,10,1,0.463768115942029,0.4608695652173913,0.0028985507246376,2.8768115942028984,2.908695652173913,0.0318840579710144,1.0961634280019918,0.2340579710144927,0.2369565217391304,0.0028985507246377,0.5046875,0.5141509433962265,0.536231884057971,0.5391304347826087,1380
1,0.7,uncertainty_grid,0.47,10:1,10,1,0.463768115942029,0.4608695652173913,0.0028985507246376,2.8768115942028984,2.908695652173913,0.0318840579710144,1.0961634280019918,0.2340579710144927,0.2369565217391304,0.0028985507246377,0.5046875,0.5141509433962265,0.536231884057971,0.5391304347826087,1380
1,0.8,fixed,0.53,10:1,10,1,0.5478260869565217,0.5442028985507247,0.003623188405797,3.459420289855073,3.470289855072464,0.0108695652173911,0.3132177907705107,0.3007246376811594,0.3014492753623188,0.0007246376811593,0.548941798941799,0.5539280958721704,0.4521739130434783,0.4557971014492753,1380
1,0.8,uncertainty_grid,0.53,10:1,10,1,0.5478260869565217,0.5442028985507247,0.003623188405797,3.459420289855073,3.470289855072464,0.0108695652173911,0.3132177907705107,0.3007246376811594,0.3014492753623188,0.0007246376811593,0.548941798941799,0.5539280958721704,0.4521739130434783,0.4557971014492753,1380
1,0.9,fixed,0.62,10:1,10,1,0.6391304347826087,0.6369565217391304,0.0021739130434782,4.128985507246377,4.203623188405797,0.0746376811594204,1.7755559386312754,0.3768115942028985,0.3840579710144927,0.0072463768115941,0.5895691609977324,0.602957906712173,0.3608695652173913,0.3630434782608696,1380
1,0.9,uncertainty_grid,0.62,10:1,10,1,0.6391304347826087,0.6369565217391304,0.0021739130434782,4.128985507246377,4.203623188405797,0.0746376811594204,1.7755559386312754,0.3768115942028985,0.3840579710144927,0.0072463768115941,0.5895691609977324,0.602957906712173,0.3608695652173913,0.3630434782608696,1380
2,0.6,fixed,0.43,10:1,10,1,0.4804347826086956,0.4753623188405797,0.0050724637681158,2.9615942028985502,2.988405797101449,0.0268115942028988,0.8971871968962257,0.2442028985507246,0.2463768115942029,0.0021739130434783,0.5082956259426847,0.5182926829268293,0.5195652173913043,0.5246376811594202,1380
2,0.6,uncertainty_grid,0.43,10:1,10,1,0.4804347826086956,0.4753623188405797,0.0050724637681158,2.9615942028985502,2.988405797101449,0.0268115942028988,0.8971871968962257,0.2442028985507246,0.2463768115942029,0.0021739130434783,0.5082956259426847,0.5182926829268293,0.5195652173913043,0.5246376811594202,1380
