seed,uaat_target,baseline,baseline_target,cost_ratio,c_wrong,c_defer,uaat_coverage,baseline_coverage,coverage_gap,uaat_risk,baseline_risk,risk_delta_baseline_minus_uaat,risk_reduction_pct,uaat_wrong_auto_rate,baseline_wrong_auto_rate,wrong_auto_delta,uaat_auto_error_rate,baseline_auto_error_rate,uaat_defer_rate,baseline_defer_rate,n
1,0.4,fixed,0.5,5:1,5,1,0.5060605263157895,0.5011171052631579,0.004943421052631569,0.6121171052631579,0.639303947368421,0.02718684210526312,4.252569097558812,0.0236355263157894,0.0280842105263157,0.004448684210526303,0.0467049396005262,0.0560432087257679,0.4939394736842105,0.4988828947368421,760000
1,0.4,uncertainty_grid,0.5,5:1,5,1,0.5060605263157895,0.5011328947368421,0.004927631578947378,0.6121171052631579,0.6388013157894736,0.026684210526315755,4.177231615958338,0.0236355263157894,0.0279868421052631,0.004351315789473703,0.0467049396005262,0.0558471463342269,0.4939394736842105,0.4988671052631579,760000
1,0.41,fixed,0.51,5:1,5,1,0.5117394736842106,0.5112618421052632,0.0004776315789474239,0.6117342105263157,0.6399618421052632,0.028227631578947476,4.410830415464755,0.0246947368421052,0.0302447368421052,0.005549999999999999,0.0482564627354585,0.0591570392141219,0.4882605263157894,0.4887381578947368,760000
1,0.41,uncertainty_grid,0.51,5:1,5,1,0.5117394736842106,0.5113026315789474,0.0004368421052631799,0.6117342105263157,0.6395394736842105,0.027805263157894777,4.34770085382163,0.0246947368421052,0.0301684210526315,0.005473684210526301,0.0482564627354585,0.0590030623536375,0.4882605263157894,0.4886973684210526,760000
1,0.42,fixed,0.52,5:1,5,1,0.5172947368421053,0.5212552631578947,0.00396052631578947,0.6113105263157894,0.641428947368421,0.030118421052631628,4.69551946107171,0.0257210526315789,0.0325368421052631,0.006815789473684199,0.0497222391795372,0.0624201699339145,0.4827052631578947,0.4787447368421053,760000
1,0.42,uncertainty_grid,0.52,5:1,5,1,0.5172947368421053,0.5210368421052631,0.00374210526315788,0.6113105263157894,0.6405092105263158,0.029198684210526404,4.558667343211726,0.0257210526315789,0.0323092105263157,0.006588157894736796,0.0497222391795372,0.0620094548319646,0.4827052631578947,0.4789631578947368,760000
1,0.43,fixed,0.52,5:1,5,1,0.5225671052631579,0.5212552631578947,0.001311842105263139,0.6110513157894737,0.641428947368421,0.03037763157894735,4.735930878014956,0.0267236842105263,0.0325368421052631,0.005813157894736801,0.0511392392314258,0.0624201699339145,0.4774328947368421,0.4787447368421053,760000
1,0.43,uncertainty_grid,0.52,5:1,5,1,0.5225671052631579,0.5210368421052631,0.001530263157894729,0.6110513157894737,0.6405092105263158,0.029457894736842127,4.599136788780312,0.0267236842105263,0.0323092105263157,0.0055855263157893985,0.0511392392314258,0.0620094548319646,0.4774328947368421,0.4789631578947368,760000
1,0.44,fixed,0.53,5:1,5,1,0.527771052631579,0.5310710526315789,0.0032999999999999696,0.6112684210526316,0.6434157894736842,0.03214736842105259,4.996359888424439,0.0278078947368421,0.0348973684210526,0.0070894736842105,0.0526893140466609,0.0657112984187862,0.472228947368421,0.468928947368421,760000
1,0.44,uncertainty_grid,0.53,5:1,5,1,0.527771052631579,0.5310092105263158,0.003238157894736804,0.6112684210526316,0.6425894736842106,0.03132105263157903,4.87419323133376,0.0278078947368421,0.0347197368421052,0.006911842105263098,0.0526893140466609,0.0653844343070667,0.472228947368421,0.4689907894736842,760000
